entidade_key,tipo,docs,ocorrencias,exemplo
apui,LOC,1,1,Apuí
araguaia,LOC,1,1,Araguaia
araguaina,LOC,1,2,Araguaína
paulo dias de moura ribeiro,PER,1,1,Paulo Dias de Moura Ribeiro
paulo gustavo gonet branco,PER,1,1,Paulo Gustavo Gonet Branco
paulo schoucair,PER,1,1,Paulo Schoucair
paulo velten,PER,1,1,Paulo Velten
paysandu,ORG,1,3,Paysandu
peixoto de azevedo,LOC,1,1,Peixoto de Azevedo
penitenciaria de seguranca maxima ii,LOC,1,1,Penitenciária de Segurança Máxima II
penitenciaria desembargador silvio porto,LOC,1,1,Penitenciária Desembargador Silvio Porto
penitenciaria estadual de dourados,LOC,1,1,Penitenciária Estadual de Dourados
penitenciaria feminina julia maranhao,LOC,1,1,Penitenciária Feminina Júlia Maranhão
penitenciaria julia maranhao,LOC,1,1,Penitenciária Júlia Maranhão
penitenciaria talavera bruce,LOC,1,1,Penitenciaria Talavera Bruce
pequeno e que se aprende a conciliar,MEDIA,1,1,Pequeno é que se Aprende a Conciliar
perigosas damas,MEDIA,1,1,Perigosas Damas ”
peru,LOC,1,1,Peru
pesqueira,LOC,1,2,Pesqueira
petroleo brasileiro s /,ORG,1,1,Petróleo Brasileiro S /
pimenta bueno,LOC,1,1,Pimenta Bueno
antonio alan dantas de meneses,PER,1,1,Antonio Alan Dantas de Meneses
antonio cesar coelho,PER,1,1,Antônio César Coelho
antonio edilberto oliveira lima,PER,1,1,Antônio Edilberto Oliveira Lima
portugues,LOC,1,1,Português
posto indigena canoana,LOC,1,1,Posto Indígena Canoanã
praca do expedicionario,LOC,1,1,Praça do Expedicionário
placido de sa,LOC,1,1,Plácido de Sá
planaltina,LOC,1,1,Planaltina
plenario do supremo tribunal federal,LOC,1,1,Plenário do Supremo Tribunal Federal
plenario do tribunal de justica do estado do amapa,LOC,1,1,Plenário do Tribunal de Justiça do Estado do Amapá
plurais,MEDIA,1,1,Plurais
poder judiciario de mato grosso do sul,LOC,1,1,Poder Judiciário de Mato Grosso do Sul
poder judiciario de ms,LOC,1,2,Poder Judiciário de MS
poderes,LOC,1,1,Poderes
policia judicial,ORG,1,1,Polícia Judicial
policia militar,LOC,1,1,Polícia Militar
policia militar,ORG,1,1,Polícia Militar
polo neo seduc,LOC,1,2,Polo Neo Seduc
pontal do tigre,LOC,1,1,Pontal do Tigre
precisamos falar sobre trabalho de cuidado,MEDIA,1,1,Precisamos Falar sobre Trabalho de Cuidado
prefeitura municipal de melgaco,LOC,1,1,Prefeitura Municipal de Melgaço
presidencia do supremo tribunal federal,LOC,1,1,Presidência do Supremo Tribunal Federal
presidente prudente,LOC,1,1,Presidente Prudente
presidio desembargador augusto duque,LOC,1,1,Presídio Desembargador Augusto Duque
presidio djanira de oliveira,LOC,1,1,Presídio Djanira de Oliveira
presidio djanira dolores de oliveira,LOC,1,1,Presídio Djanira Dolores de Oliveira
presidio inspetor luis cesar fernandes bandeira duarte,LOC,1,1,Presídio Inspetor Luís Cesar Fernandes Bandeira Duarte
ponte alta do bom jesus,LOC,1,3,Ponte Alta do Bom Jesus
portelinha,LOC,1,1,Portelinha
porto acre,LOC,1,2,Porto Acre
porto de moz,LOC,1,1,Porto de Moz
porto digital,LOC,1,1,Porto Digital
porto do cai n agua,LOC,1,1,Porto do Cai N´Água
porto seguro,LOC,1,1,Porto Seguro
portugal,LOC,1,1,Portugal
protecao a infancia e juventude,LOC,1,2,Proteção à Infância e Juventude
publico do amapa,LOC,1,1,Público do Amapá
que escrevem a justica,MEDIA,1,1,que Escrevem a Justiça
quedas do iguacu,LOC,1,1,Quedas do Iguaçu
querencia do norte,LOC,1,1,Querência do Norte
quezia cordeiro,PER,1,1,Quezia Cordeiro
quilombo da fazenda,LOC,1,2,Quilombo da Fazenda
quilombola de conceicao das crioulas,LOC,1,1,Quilombola de Conceição das Crioulas
radio justica,ORG,1,1,Rádio Justiça
raduan miguel filho,PER,1,1,Raduan Miguel Filho
praca dos tres poderes,LOC,1,1,Praça dos Três Poderes
praca expedicionario,LOC,1,1,Praça Expedicionário
praca joao da silva nery,LOC,1,1,Praça João da Silva Nery
"praca rafael de siqueira,",LOC,1,1,"Praça Rafael de Siqueira,"
praca xi,LOC,1,1,Praça XI
prado,LOC,1,2,Prado
rafaelle machado,PER,1,1,Rafaelle Machado
raimunda da silva,PER,1,1,Raimunda da Silva
raimundo,PER,1,1,Raimundo
raimundo melo,PER,1,1,Raimundo Melo
rainey barbosa alvez marinho,PER,1,1,Rainey Barbosa Alvez Marinho
raposa,LOC,1,1,Raposa
raquel conceicao pereira,PER,1,1,Raquel Conceição Pereira
raquel dodge,PER,1,1,Raquel Dodge
raquel nunes de souza olsen,PER,1,1,Raquel Nunes de Souza Olsen
rebeca de mendonca lima,PER,1,2,Rebeca de Mendonça Lima
recanto altamira,LOC,1,1,Recanto Altamira –
primeiro de julho,LOC,1,1,Primeiro de Julho
princesinha do sul,LOC,1,1,Princesinha do Sul ”
priscila pinheiro pereira,PER,1,1,Priscila Pinheiro Pereira
procuradoria federal,ORG,1,1,Procuradoria Federal
professor leon renault,PER,1,1,Professor Leon Renault
andrea mendes bezerra delfino,PER,1,1,Andréa Mendes Bezerra Delfino
andreia brito,PER,1,1,Andréia Brito
andreia do amaral dias da costa,PER,1,1,Andréia do Amaral Dias da Costa
andres bello,LOC,1,1,Andrés Bello
andressa roveda,PER,1,1,Andressa Roveda
andreza porto lourenco,PER,1,1,Andreza Porto Lourenço
angela prudente,PER,1,1,Ângela Prudente
angela vanessa,PER,1,1,Ângela Vanessa
anna carla lopes,PER,1,1,Anna Carla Lopes
anna flavia ribeiro,PER,1,1,Anna Flávia Ribeiro
anna luiza de carvalho lorentino moura,PER,1,1,Anna Luiza de Carvalho Lorentino Moura
antonice melo,PER,1,1,Antonice Melo
rafael gonzaga,PER,1,1,Rafael Gonzaga
rafael martins costa moreira,PER,1,1,Rafael Martins Costa Moreira
rafael molinari rodrigues,PER,1,1,Rafael Molinari Rodrigues
rafael reis barroso,PER,1,1,Rafael Reis Barroso
rennan hannouche,PER,1,1,Rennan Hannouche
rerison stenio do nascimento,PER,1,1,Rerison Stênio do Nascimento
resende,LOC,1,1,Resende
rede de inteligencia da 1a regiao,ORG,1,1,Rede de Inteligência da 1ª Região
regiao metropolitana,LOC,1,1,Região Metropolitana
regiao metropolitana de salvador,LOC,1,1,Região Metropolitana de Salvador
regiao nordeste,LOC,1,1,Região Nordeste
regiao sul,LOC,1,2,Região Sul
regional do trabalho da 11a regiao,LOC,1,1,Regional do Trabalho da 11ª Região
regional do trabalho da 8a regiao,LOC,1,1,Regional do Trabalho da 8ª Região
regional eleitoral,LOC,1,1,Regional Eleitoral
regional eleitoral do rio grande do sul,LOC,1,1,Regional Eleitoral do Rio Grande do Sul
regional federal da 2a regiao,LOC,1,1,Regional Federal da 2ª Região
regional federal da 3a regiao,LOC,1,1,Regional Federal da 3ª Região
andrea brito,PER,1,1,Andréa Brito
andrea esmeraldo cunha,PER,1,1,Andréa Esmeraldo Cunha
ricardo alexandre da silva costa,PER,1,1,Ricardo Alexandre da Silva Costa
ricardo costa e silva,PER,1,2,Ricardo Costa e Silva
ricardo cueva,PER,1,1,Ricardo Cueva
ricardo villas boas cueva,PER,1,1,Ricardo Villas Bôas Cueva
rio azul,LOC,1,1,Rio Azul
regional federal da 5a regiao,LOC,1,1,Regional Federal da 5ª Região
registro civil de pessoas naturais de goiania,LOC,1,1,Registro Civil de Pessoas Naturais de Goiânia
reinaldo de oliveira dutra,PER,1,1,Reinaldo de Oliveira Dutra
reinaldo dutra,PER,1,1,Reinaldo Dutra
reino unido,LOC,1,1,Reino Unido
rejane suxberger,PER,1,1,Rejane Suxberger
renan ravel rodrigues fagundes,PER,1,1,Renan Ravel Rodrigues Fagundes
renata lotufo,PER,1,1,Renata Lotufo
renata maroja,PER,1,1,Renata Maroja
renata maroja stochiero,PER,1,1,Renata Maroja Stochiero
renato sergio de lima,PER,1,1,Renato Sérgio de Lima
rio macaco,LOC,1,1,Rio Macaco
rio moa,LOC,1,2,Rio Moa
rio preto da eva,LOC,1,1,Rio Preto da Eva
rio sao francisco,LOC,1,1,rio São Francisco
ritaura rodrigues santana,PER,1,1,Ritaura Rodrigues Santana
roberto carvalho veloso,PER,1,1,Roberto Carvalho Veloso
roberto dalledone,PER,1,1,Roberto Dalledone
roberto goncalves de moura,PER,1,1,Roberto Gonçalves de Moura
roberto machado,PER,1,1,Roberto Machado
roberto wanderley braga,PER,1,1,Roberto Wanderley Braga
reserva,LOC,1,1,Reserva
reserva de desenvolvimento sustentavel,LOC,1,1,Reserva de Desenvolvimento Sustentável
reserva do cabacal,LOC,1,1,Reserva do Cabaçal
reshad tawfeiq,PER,1,1,Reshad Tawfeiq
ressaca,LOC,1,1,Ressaca
reynaldo soares da fonseca,PER,1,1,Reynaldo Soares da Fonseca
anapolis,LOC,1,2,Anápolis
anastacio,LOC,1,1,Anastácio
anderson gomes,PER,1,1,Anderson Gomes
anderson lameira,PER,1,1,Anderson Lameira
anderson lopes miranda,PER,1,1,Anderson Lopes Miranda
anderson maximo,PER,1,1,Anderson Máximo
anderson maximo de holanda,PER,1,1,Anderson Máximo de Holanda
anderson passos,PER,1,1,Anderson Passos
andre augusto bezerra,PER,1,1,André Augusto Bezerra
andre de paula,PER,1,1,André de Paula
andre gomma,PER,1,1,André Gomma
andre leite praca,PER,1,1,André Leite Praça
andre luis macagnan freire,PER,1,1,André Luís Macagnan Freire
andre ricardo fonseca carvalho,PER,1,1,André Ricardo Fonseca Carvalho
rio curumu,LOC,1,1,Rio Curumu
rio jacare grande,LOC,1,1,Rio Jacaré Grande
rosimayre goncalves,PER,1,1,Rosimayre Gonçalves
rota das aguas,LOC,1,1,Rota das Águas
rua da gloria,LOC,1,1,Rua da Glória
robson aleixo,PER,1,1,Robson Aleixo
robson cordeiro,PER,1,1,Robson Cordeiro
robson rodas,PER,1,1,Robson Rodas
rodovia pe 90,LOC,1,1,Rodovia PE 90
rodrigo badaro almeida de castro,PER,1,1,Rodrigo Badaró Almeida de Castro
rodrigo gasiglia de souza,PER,1,2,Rodrigo Gasiglia de Souza
rodrigo leandro da silva,PER,1,1,Rodrigo Leandro da Silva
rodrigo otavio rodrigues gomes do amaral,PER,1,1,Rodrigo Otávio Rodrigues Gomes do Amaral
rodrigo reiff botelho,PER,1,1,Rodrigo Reiff Botelho
rolim de moura,LOC,1,1,Rolim de Moura
romana novais,PER,1,1,Romana Novais
romildo ribeiro patriota junior,PER,1,1,Romildo Ribeiro Patriota Junior
ananindeua,LOC,1,1,Ananindeua
safernet brasil,ORG,1,1,SaferNet Brasil
sala cortex,LOC,1,1,Sala Cortex
salao nobre do supremo tribunal federal,LOC,1,1,Salão Nobre do Supremo Tribunal Federal
salao nobre ministro costa manso,LOC,1,1,Salão Nobre Ministro Costa Manso
salao solimoes do palacio rio negro,LOC,1,1,Salão Solimões do Palácio Rio Negro
salgueiro,LOC,1,2,Salgueiro
salomao reseda,PER,1,1,Salomão Resedá
roque lucarelli dattoli,PER,1,1,Roque Lucarelli Dattoli
rorainopolis,LOC,1,1,Rorainópolis
rosa de fatima navegantes de oliveira,PER,1,1,Rosa de Fátima Navegantes de Oliveira
rosana amara girardi fachin,PER,1,1,Rosana Amara Girardi Fachin
rosane antunes,PER,1,1,Rosane Antunes
rosberg de souza crozara,PER,1,1,Rosberg de Souza Crozara
rose haas klabin,PER,1,1,Rose Haas Klabin
rosemeire santos,PER,1,1,Rosemeire Santos
roseny alves de sa,PER,1,1,Roseny Alves de Sá
americas,LOC,1,2,Américas
ana carla marques dos santos,PER,1,1,Ana Carla Marques dos Santos
ana carolina vieira de carvalho,PER,1,1,Ana Carolina Vieira de Carvalho
ana catia,PER,1,1,Ana Cátia
ana claudia diogo tavares,PER,1,1,Ana Claudia Diogo Tavares
ana livia sa,PER,1,1,Ana Lívia Sá
ana lucia andrade de aguiar,PER,1,1,Ana Lúcia Andrade de Aguiar
ana lucia nunes alexandre salem,PER,1,1,Ana Lucia Nunes Alexandre Salem
anajatuba,LOC,1,1,Anajatuba
rua da imprensa,LOC,1,1,Rua da Imprensa
rua major facundo,LOC,1,1,Rua Major Facundo
rubens cley guerra de souza,PER,1,1,Rubens Cley Guerra de Souza
rubens rocha,PER,1,1,Rubens Rocha
rubia evangelista,PER,1,1,Rúbia Evangelista
rui costa goncalves,PER,1,1,Rui Costa Gonçalves
ruth barbosa sampaio,PER,1,1,Ruth Barbosa Sampaio
sao carlos,LOC,1,1,São Carlos
sao gerardo,LOC,1,1,São Gerardo
samantha nagle,PER,1,1,Samantha Nagle
samara,PER,1,1,Samara
samara azevedo,PER,1,1,Samara Azevedo
samara pataxo,PER,1,1,Samara Pataxó
samea fernandes,PER,1,1,Sâmea Fernandes
samuel soares,PER,1,1,Samuel Soares
sandra maria correia da silva,PER,1,1,Sandra Maria Correia da Silva
sandra regina da silva ribeiro artioli,PER,1,1,Sandra Regina da Silva Ribeiro Artioli
sandra reves vasques tonussi,PER,1,1,Sandra Reves Vasques Tonussi
sandro nahmias melo,PER,1,1,Sandro Nahmias Melo
sandro pitthan espindola,PER,1,1,Sandro Pitthan Espíndola
sansao pantoja,PER,1,1,Sansão Pantoja
america central,LOC,1,1,América Central
american park,LOC,1,1,American Park
sao paulo de olivenca,LOC,1,1,São Paulo de Olivença
sao sebastiao do tocantins,LOC,1,1,São Sebastião do Tocantins
sao tome e principe,LOC,1,1,São Tomé e Príncipe
sara melo,PER,1,1,Sara Melo
sara pires gomes,PER,1,1,Sara Pires Gomes
sarah helena fernandes,PER,1,1,Sarah Helena Fernandes
santa helena avenida beira rio,LOC,1,1,Santa Helena Avenida Beira Rio
santa quiteria,LOC,1,1,Santa Quitéria
santa rosa de lima,LOC,1,1,Santa Rosa de Lima
santa tereza do tocantins,LOC,1,1,Santa Tereza do Tocantins
santana,LOC,1,1,Santana
santana do livramento,LOC,1,3,Santana do Livramento
santander,ORG,1,1,Santander
santarem,LOC,1,2,Santarém
santos,ORG,1,1,Santos
sao bernardo,LOC,1,1,São Bernardo
aloizio mercadante,PER,1,1,Aloizio Mercadante
alonso filho,PER,1,1,Alonso Filho
altamira,LOC,1,3,Altamira
altos da chapada,LOC,1,2,Altos da Chapada
aluizio ferreira vieira,PER,1,2,Aluízio Ferreira Vieira
alvaro gregorio,PER,1,1,Alvaro Gregorio
alvaro kalix ferro,PER,1,1,Álvaro Kalix Ferro
amajari,LOC,1,1,Amajari
amama,LOC,1,1,Amamã
sao joao das missoes,LOC,1,2,São João das Missões
sao joao do ivai,LOC,1,1,São João do Ivaí ”
sao jose,LOC,1,1,São José
sao jose da laje,LOC,1,3,São José da Laje
sao jose futebol clube,ORG,1,1,São José Futebol Clube
sao lourenco do oeste,LOC,1,1,São Lourenço do Oeste
sao luiz,LOC,1,1,São Luiz
servico nacional de aprendizagem comercial,ORG,1,1,Serviço Nacional de Aprendizagem Comercial
servico nacional de aprendizagem industrial,ORG,1,1,Serviço Nacional de Aprendizagem Industrial
saude onde voce esta,MEDIA,1,1,Saúde Onde Você Está ’
sebrae nacional,ORG,1,1,Sebrae Nacional
secao judiciaria de juazeiro,LOC,1,1,Seção Judiciária de Juazeiro
secao judiciaria de pernambuco,LOC,1,1,Seção Judiciária de Pernambuco
secao judiciaria de rondonia,LOC,1,1,Seção Judiciária de Rondônia
secao judiciaria do distrito federal,LOC,1,1,Seção Judiciária do Distrito Federal
secao judiciaria do rio de janeiro,LOC,1,1,Seção Judiciária do Rio de Janeiro
secretaria de bens e servicos,LOC,1,1,Secretaria de Bens e Serviços
secretaria de estado dos direitos humanos e participacao popular,ORG,1,1,Secretaria de Estado dos Direitos Humanos e Participação Popular
secretaria municipal da pessoa com deficiencia,ORG,1,1,Secretaria Municipal da Pessoa com Deficiência
secretaria municipal de educacao,ORG,1,1,Secretaria Municipal de Educação
segunda guerra mundial,EVE,1,1,Segunda Guerra Mundial
aline almeida,PER,1,2,Aline Almeida
aline aparecida rocha,PER,1,1,Aline Aparecida Rocha
simon bolivar,LOC,1,1,Simon Bolívar
simone galan de figueiredo,PER,1,2,Simone Galan de Figueiredo
sindrome do tunel do carpo bilateral,DIS,1,1,síndrome do túnel do carpo bilateral
senai,ORG,1,1,Senai
sergio antonio ribas,PER,1,1,Sérgio Antonio Ribas
sergio braga,PER,1,1,Sérgio Braga
sergio felipe barbao braga,PER,1,1,Sérgio Felipe Barbão Braga
sergio luiz kreuz,PER,1,1,Sérgio Luiz Kreuz
sergio pereira de oliveira e souza,PER,1,1,Sérgio Pereira de Oliveira e Souza
sergio rocha,PER,1,1,Sérgio Rocha
sergio rodrigues,PER,1,1,Sérgio Rodrigues
sergipe,LOC,1,1,Sergipe
seringal bom destino,LOC,1,1,Seringal Bom Destino
serly marcondes alves,PER,1,1,Serly Marcondes Alves
sertao,LOC,1,1,Sertão
servico de apoio a gestao socioambiental,ORG,1,1,Serviço de Apoio à Gestão Socioambiental
sociedade brasileira de oftalmopediatria,ORG,1,1,Sociedade Brasileira de Oftalmopediatria
sociedade brasileira de pediatria,ORG,1,1,Sociedade Brasileira de Pediatria
sociedade rural brasileira,ORG,1,1,Sociedade Rural Brasileira
socioeducativo,LOC,1,1,Socioeducativo
solange,PER,1,1,Solange
servico social da industria,ORG,1,1,Serviço Social da Indústria
servico social do comercio,ORG,1,1,Serviço Social do Comércio
setor 11 do sambodromo,LOC,1,1,Setor 11 do Sambódromo
setor sao joao,LOC,1,1,Setor São João
sidnei rinaldo priolo filho,PER,1,1,Sidnei Rinaldo Priolo Filho
sidney dalabrida,PER,1,1,Sidney Dalabrida
silvana batista do nascimento,PER,1,1,Silvana Batista do Nascimento
silvio amorim,PER,1,1,Silvio Amorim
silvio amorim jr,PER,1,1,Silvio Amorim Jr
silvio hiroshi oyama,PER,1,1,Silvio Hiroshi Oyama
simon,PER,1,1,Simon
stella ramos,PER,1,1,Stella Ramos
subsecao judiciaria de ji - parana,LOC,1,1,Subseção Judiciária de Ji - Paraná
subsecao judiciaria de juazeiro,LOC,1,1,Subseção Judiciária de Juazeiro
suecia,LOC,1,1,Suécia
sueli,PER,1,1,Sueli
suerda gabriela ferreira de araujo,PER,1,1,Suerda Gabriela Ferreira de Araújo
sul do brasil,LOC,1,1,Sul do Brasil
superior tribunal,ORG,1,1,Superior Tribunal
superior tribunal de justica,LOC,1,1,Superior Tribunal de Justiça
singapura,LOC,1,1,Singapura
sirlei martins da costa,PER,1,1,Sirlei Martins da Costa
sirlene brandao,PER,1,1,Sirlene Brandão
sistema de justica,ORG,1,1,Sistema de Justiça
sistema eletronico de execucao unificado,ORG,1,1,Sistema Eletrônico de Execução Unificado
sistema fecomercio,ORG,1,1,Sistema Fecomércio
sistema nacional de adocao e acolhimento do cnj,ORG,1,1,Sistema Nacional de Adoção e Acolhimento do CNJ
alessandra souza garcia,PER,1,1,Alessandra Souza Garcia
alex dias carvalho,PER,1,1,Alex Dias Carvalho
alexandra lima,PER,1,1,Alexandra Lima
alexandre correa da cruz,PER,1,1,Alexandre Corrêa da Cruz
alexandre dos reis,PER,1,1,Alexandre dos Reis
alexandre martins,PER,1,1,Alexandre Martins
alexandre martins de castro,PER,1,1,Alexandre Martins de Castro
alexandre martins de castro filho,PER,1,1,Alexandre Martins de Castro Filho
alexandre nascimento de andrade,PER,1,1,Alexandre Nascimento de Andrade
alexandre padilha,PER,1,1,Alexandre Padilha
alexandre victor de carvalho,PER,1,1,Alexandre Victor de Carvalho
alhandra,LOC,1,1,Alhandra
alice walker,PER,1,1,Alice Walker
sonho nao acabou,LOC,1,1,Sonho Não Acabou
sonia maria amaral fernandes ribeiro,PER,1,1,Sônia Maria Amaral Fernandes Ribeiro
sport club internacional,ORG,1,1,Sport Club Internacional
terra indigena taunay / ipegue,LOC,1,1,Terra Indígena Taunay / Ipegue
territorio indigena cachoeirinha,LOC,1,1,Território Indígena Cachoeirinha
territorio quilombola,LOC,1,1,Território Quilombola
surucucu,LOC,1,1,Surucucu
susana massako de oliveira,PER,1,1,Susana Massako de Oliveira
suzana massako de oliveira,PER,1,1,Suzana Massako de Oliveira
suzana massako hi,PER,1,1,Suzana Massako Hi
taego awa,LOC,1,1,Taego Ãwa
tais culau de barros,PER,1,1,Taís Culau de Barros
tais macedo de brito cunha,PER,1,1,Taís Macedo de Brito Cunha
tania maria cordeiro,PER,1,1,Tânia Maria Cordeiro
tania reckziegel,PER,1,1,Tânia Reckziegel
taquara,LOC,1,1,Taquara
tatiana cochlar,PER,1,1,Tatiana Cochlar
tatiane palezi,PER,1,1,Tatiane Palezi
alessandra prado,PER,1,1,Alessandra Prado
timor,LOC,1,1,Timor
tjap,LOC,1,1,TJAP
tjrn,LOC,1,1,TJRN
teatro municipal do rj,LOC,1,1,Teatro Municipal do RJ
teatro santa roza,LOC,1,1,Teatro Santa Roza
telefonica brasil s. a.,ORG,1,1,Telefônica Brasil S. A.
terena,LOC,1,1,Terena
terena,PER,1,1,Terena
teresina,LOC,1,1,Teresina
teresina de goias,LOC,1,1,Teresina de Goiás
terezinha oliveira,PER,1,1,Terezinha Oliveira
terminal absalao gomes,LOC,1,1,Terminal Absalão Gomes
terra de direitos,ORG,1,1,Terra de Direitos
terra indigena comexatiba,LOC,1,1,Terra Indígena Comexatibá
terra indigena kaxuyana - tunayana,LOC,1,1,Terra Indígena Kaxuyana - Tunayana
terra indigena nukini,LOC,1,2,Terra Indígena Nukini
tres lagoas,LOC,1,1,Três Lagoas
tribunal de justica,LOC,1,1,Tribunal de Justiça
tribunal de justica de mato,ORG,1,1,Tribunal de Justiça de Mato
tribunal de justica de mato grosso,LOC,1,1,Tribunal de Justiça de Mato Grosso
tribunal de justica de mato grosso do sul,LOC,1,1,Tribunal de Justiça de Mato Grosso do Sul
tribunal de justica de minas gerais,LOC,1,1,Tribunal de Justiça de Minas Gerais
the institute of internal auditors,ORG,1,1,The Institute of Internal Auditors
thiago campbell,PER,1,1,Thiago Campbell
thiago henrique teles lopes,PER,1,1,Thiago Henrique Teles Lopes
thiago mello coutinho ennes klein,PER,1,1,Thiago Mello Coutinho Ennes Klein
thiago russi rodrigues,PER,1,1,Thiago Russi Rodrigues
thielly dias de alencar pitthan,PER,1,1,Thielly Dias de Alencar Pitthan
thomas de oliveira goncalves,PER,1,1,Thomas de Oliveira Gonçalves
thula pires,PER,1,1,Thula Pires
tiago macedo dos santos,PER,1,1,Tiago Macedo dos Santos
tico lipu,LOC,1,1,Tico Lipu
agrimar araujo,PER,1,1,Agrimar Araújo
agrimar rodrigues,PER,1,1,Agrimar Rodrigues
agua santa,LOC,1,1,Água Santa
alagoas colonial,LOC,1,1,Alagoas Colonial
alaor alves pereira,PER,1,1,Alaor Alves Pereira
alberto bezerra de melo,PER,1,1,Alberto Bezerra de Melo
aldeia agua branca,LOC,1,2,Aldeia Água Branca
aldeia kumaruma,LOC,1,1,Aldeia Kumarumã
aldeia kumene,LOC,1,2,Aldeia Kumenê
alegria nova,LOC,1,1,Alegria Nova
alessandra abrahao costa,PER,1,1,Alessandra Abrahão Costa
alessandra mendes franca,PER,1,1,Alessandra Mendes França
torre eiffel,LOC,1,1,Torre Eiffel
torre i,LOC,1,1,Torre I
torre palace,LOC,1,1,Torre Palace
transtorno do espectro au,DIS,1,1,Transtorno do Espectro Au
ubatuba,LOC,1,1,Ubatuba
uiramuta,LOC,1,1,Uiramutã
tribunal de justica de santa catarina,LOC,1,1,Tribunal de Justiça de Santa Catarina
tribunal de justica de sao paulo,LOC,1,1,Tribunal de Justiça de São Paulo
tribunal de justica de sao paulo,ORG,1,1,Tribunal de Justiça de São Paulo
tribunal de justica do acre,LOC,1,1,Tribunal de Justiça do Acre
tribunal de justica do ceara,LOC,1,1,Tribunal de Justiça do Ceará
tribunal de justica do distrito federal,LOC,1,1,Tribunal de Justiça do Distrito Federal
tribunal de justica do estado da bahia,LOC,1,1,Tribunal de Justiça do Estado da Bahia
tribunal de justica do estado do parana,LOC,1,1,Tribunal de Justiça do Estado do Paraná
tribunal de justica do parana,LOC,1,1,Tribunal de Justiça do Paraná
tribunal de justica militar,ORG,1,1,Tribunal de Justiça Militar
tribunal federal,LOC,1,1,Tribunal Federal
tribunal regional do trabalho da 2. a regiao,LOC,1,1,Tribunal Regional do Trabalho da 2. ª Região
agreste,LOC,1,1,Agreste
agreste de pernambuco,LOC,1,1,Agreste de Pernambuco
unidade prisional de luziania,LOC,1,2,Unidade Prisional de Luziânia
unidade socioeducativa de cachoeiro de itapemirim,LOC,1,1,Unidade Socioeducativa de Cachoeiro de Itapemirim
unimed franca,ORG,1,2,Unimed Franca
universidade corporativa,ORG,1,1,Universidade Corporativa
universidade de fortaleza,ORG,1,1,Universidade de Fortaleza
universidade de new south wales,ORG,1,1,Universidade de New South Wales
tribunal regional federal da 3a regiao,LOC,1,1,Tribunal Regional Federal da 3ª Região
tribunal regional federal da 4a regiao,LOC,1,1,Tribunal Regional Federal da 4ª Região
tribunal supremo,ORG,1,1,Tribunal Supremo
trissomia 21,DIS,1,1,Trissomia 21
tucurui,LOC,1,2,Tucuruí
tula mello,PER,1,1,Tula Mello
tutmes airan,PER,1,1,Tutmés Airan
tutoia,LOC,1,1,Tutóia
txane pistani,PER,1,1,Txane Pistani
uaua,LOC,1,1,Uauá
vale do rio doce,LOC,1,1,Vale do Rio Doce
vale do taquari,LOC,1,1,Vale do Taquari
vallisney oliveira,PER,1,1,Vallisney Oliveira
vanderlei silva,PER,1,1,Vanderlei Silva
vanilson torres,PER,1,1,Vanilson Torres
vanja fontenele,PER,1,1,Vanja Fontenele
vara civel de astorga,LOC,1,1,Vara Cível de Astorga
vara da infancia e da juventude do distrito federal,LOC,1,1,Vara da Infância e da Juventude do Distrito Federal
ulisses augusto pascolati junior,PER,1,1,Ulisses Augusto Pascolati Junior
ulisses pascolati junior,PER,1,1,Ulisses Pascolati Junior
uniao federal,ORG,1,1,União Federal –
unichristus,ORG,1,1,Unichristus
unidade basica de saude do maiobao,LOC,1,1,Unidade Básica de Saúde do Maiobão
unidade de acolhimento nossa senhora da vitoria,LOC,1,1,Unidade de Acolhimento Nossa Senhora da Vitória
unidade de atendimento inicial,LOC,1,1,Unidade de Atendimento Inicial
unidade de custodia e reinsercao de breves,LOC,1,1,Unidade de Custódia e Reinserção de Breves
vila princesa,LOC,1,2,Vila Princesa
vontades,LOC,1,1,Vontades
voto importa,MEDIA,1,1,Voto Importa ”
voz da liberdade,MEDIA,1,1,Voz da Liberdade
waldir leoncio junior,PER,1,1,Waldir Leôncio Júnior
walter roberto paro,PER,1,1,Walter Roberto Paro
washington brandao,PER,1,1,Washington Brandão
wellington cesar,PER,1,1,Wellington César
wellington silva,PER,1,1,Wellington Silva
wesley sanchez lacerda,PER,1,1,Wesley Sanchez Lacerda
yasmin ferreira rebonato fraga,PER,1,1,Yasmin Ferreira Rebonato Fraga
zona eleitoral,LOC,1,1,Zona Eleitoral
zona norte do rio,LOC,1,1,Zona Norte do Rio
adriano da rosa bastos,PER,1,1,Adriano da Rosa Bastos
adriano da silva araujo,PER,1,1,Adriano da Silva Araújo
adriano gomes de melo oliveira,PER,1,1,Adriano Gomes de Melo Oliveira
2a regiao,LOC,1,1,2ª Região
8a regiao,LOC,1,1,8ª Região
abc,LOC,1,1,ABC
academia de tenis de brasilia,LOC,1,1,Academia de Tênis de Brasília
acaray martins,PER,1,1,Acaray Martins
acassia martins,PER,1,1,Acassia Martins
acu,LOC,1,1,Açu
"adote uma cartinha, presenteie com um livro",MEDIA,1,1,"Adote uma Cartinha, Presenteie com um Livro"
adriana melo,PER,1,1,Adriana Melo
adriana motter,PER,1,1,Adriana Motter
adriana venturini,PER,1,1,Adriana Venturini
